# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_T, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[2]'}
# schema: astropy-2.0
H H+ C+2 C+3 O+6 Si+2 Si+3 log_nH log_T parameters
134896000000000.0 4.40984e+18 313744000000.0 4883980000000.0 84830300000000.0 31735900.0 2072030000.0 -5.0 4.0 [-5.0,4.0]
134896000000000.0 4.79069e+18 282003000000.0 4792750000000.0 95729100000000.0 26653700.0 1738670000.0 -5.0 4.05 [-5.0,4.05]
134896000000000.0 5.20729e+18 258390000000.0 4692580000000.0 107893000000000.0 23257800.0 1452940000.0 -5.0 4.1 [-5.0,4.1]
134896000000000.0 5.6634e+18 244547000000.0 4583740000000.0 121446000000000.0 21428000.0 1208240000.0 -5.0 4.15 [-5.0,4.15]
134896000000000.0 6.16321e+18 241587000000.0 4466670000000.0 136482000000000.0 20926300.0 999322000.0 -5.0 4.2 [-5.0,4.2]
134896000000000.0 6.71151e+18 249617000000.0 4341970000000.0 153057000000000.0 21382600.0 822063000.0 -5.0 4.25 [-5.0,4.25]
134896000000000.0 7.3137e+18 267454000000.0 4210520000000.0 171188000000000.0 22338600.0 673077000.0 -5.0 4.3 [-5.0,4.3]
134896000000000.0 7.97667e+18 292663000000.0 4073730000000.0 190896000000000.0 23339200.0 549412000.0 -5.0 4.35 [-5.0,4.35]
134896000000000.0 8.70887e+18 321884000000.0 3933280000000.0 212243000000000.0 24026200.0 448179000.0 -5.0 4.4 [-5.0,4.4]
134896000000000.0 9.52124e+18 351403000000.0 3791210000000.0 235403000000000.0 24193400.0 366423000.0 -5.0 4.45 [-5.0,4.45]
134896000000000.0 1.04283e+19 377771000000.0 3649850000000.0 260713000000000.0 23784200.0 301121000.0 -5.0 4.5 [-5.0,4.5]
134896000000000.0 1.14491e+19 398290000000.0 3511640000000.0 288708000000000.0 22850300.0 249320000.0 -5.0 4.55 [-5.0,4.55]
134896000000000.0 1.26098e+19 411326000000.0 3379290000000.0 320163000000000.0 21500800.0 208340000.0 -5.0 4.6 [-5.0,4.6]
134896000000000.0 1.39444e+19 416300000000.0 3255230000000.0 356088000000000.0 19863600.0 175913000.0 -5.0 4.65 [-5.0,4.65]
134896000000000.0 1.54967e+19 413513000000.0 3141560000000.0 397744000000000.0 18070500.0 150316000.0 -5.0 4.7 [-5.0,4.7]
134896000000000.0 1.73223e+19 403841000000.0 3039840000000.0 446671000000000.0 16223300.0 130154000.0 -5.0 4.75 [-5.0,4.75]
134896000000000.0 1.94894e+19 388372000000.0 2950850000000.0 504696000000000.0 14502400.0 115227000.0 -5.0 4.8 [-5.0,4.8]
134896000000000.0 2.20815e+19 368080000000.0 2874510000000.0 573964000000000.0 13036300.0 105466000.0 -5.0 4.85 [-5.0,4.85]
134896000000000.0 2.51984e+19 343570000000.0 2809540000000.0 656918000000000.0 11925100.0 101235000.0 -5.0 4.9 [-5.0,4.9]
134896000000000.0 2.89571e+19 314979000000.0 2753060000000.0 756267000000000.0 11223400.0 103336000.0 -5.0 4.95 [-5.0,4.95]
134896000000000.0 3.34944e+19 282100000000.0 2700040000000.0 874940000000000.0 10929600.0 113096000.0 -5.0 5.0 [-5.0,5.0]
134896000000000.0 3.89682e+19 244649000000.0 2640320000000.0 1016030000000000.0 10984100.0 132490000.0 -5.0 5.05 [-5.0,5.05]
134896000000000.0 4.55585e+19 203584000000.0 2564870000000.0 1182680000000000.0 11279800.0 164225000.0 -5.0 5.1 [-5.0,5.1]
134896000000000.0 5.34704e+19 160932000000.0 2459720000000.0 1378040000000000.0 11696400.0 211924000.0 -5.0 5.15 [-5.0,5.15]
134896000000000.0 6.29363e+19 119916000000.0 2311380000000.0 1605160000000000.0 12152500.0 280765000.0 -5.0 5.2 [-5.0,5.2]
134896000000000.0 7.42184e+19 83939000000.0 2112510000000.0 1866960000000000.0 12635100.0 378728000.0 -5.0 5.25 [-5.0,5.25]
134896000000000.0 8.76149e+19 55311100000.0 1867920000000.0 2166200000000000.0 13160800.0 517282000.0 -5.0 5.3 [-5.0,5.3]
134896000000000.0 1.03453e+20 34562500000.0 1595440000000.0 2505190000000000.0 13686200.0 708898000.0 -5.0 5.35 [-5.0,5.35]
